 Catch_2004_1 Catch_2005_1 Catch_2006_1 Catch_2007_1  Catch_2004_2 Catch_2005_2 Catch_2006_2 Catch_2007_2  Catch_2004_3 Catch_2005_3 Catch_2006_3 Catch_2007_3  Catch_2004_4 Catch_2005_4 Catch_2006_4 Catch_2007_4  Catch_2004_5 Catch_2005_5 Catch_2006_5 Catch_2007_5  Catch_2004_6 Catch_2005_6 Catch_2006_6 Catch_2007_6  Catch_2004_7 Catch_2005_7 Catch_2006_7 Catch_2007_7  Catch_2004_8 Catch_2005_8 Catch_2006_8 Catch_2007_8  Catch_2004_9 Catch_2005_9 Catch_2006_9 Catch_2007_9  Catch_2004_10 Catch_2005_10 Catch_2006_10 Catch_2007_10  Catch_2004_11 Catch_2005_11 Catch_2006_11 Catch_2007_11  Catch_2004_12 Catch_2005_12 Catch_2006_12 Catch_2007_12  
 0 0 0 0  36127.3 52968.9 68860.6 0  72254.5 101995 128238 0  108382 147080 178765 0  144509 188222 221075 0  180636 225422 255800 0  216764 258679 283575 0  252891 287994 305032 0  289018 313367 320803 0  325145 334798 331524 0  361273 352286 337825 0  397400 365832 340341 0 
 0 0 0 0  40156.3 55121.3 69427.4 0  80312.5 105932 128949 0  120469 152431 179246 0  160625 194620 220997 0  200781 232498 254884 0  240938 266065 281585 0  281094 295321 301782 0  321250 320266 316154 0  361406 340900 325381 0  401563 357223 330144 0  441719 369236 331124 0 
 0 0 0 0  43062.6 60996 78577.7 0  86125.3 117309 146153 0  129188 168938 203474 0  172251 215883 251290 0  215313 258146 290349 0  258376 295725 321398 0  301438 328620 345188 0  344501 356832 362466 0  387564 380361 373980 0  430626 399206 380480 0  473689 413368 382712 0 
 0 0 0 0  44316.3 65318.4 83870.4 0  88632.5 125849 156077 0  132949 181592 217384 0  177265 232547 268560 0  221581 278714 310368 0  265898 320094 343577 0  310214 356686 368950 0  354530 388490 387255 0  398846 415507 399258 0  443163 437735 405723 0  487479 455176 407418 0 
 0 0 0 0  40418.1 57328.4 77512.2 0  80836.2 110326 144799 0  121254 158993 202545 0  161672 203330 251436 0  202090 243336 292159 0  242509 279012 325399 0  282927 310356 351841 0  323345 337371 372172 0  363763 360054 387077 0  404181 378407 397241 0  444599 392430 403351 0 
 0 0 0 0  41338.8 58403.8 74707.5 0  82677.6 112373 138927 0  124016 161907 193361 0  165355 207005 238714 0  206694 247670 275688 0  248033 283899 304988 0  289372 315693 327315 0  330710 343052 343374 0  372049 365976 353868 0  413388 384466 359501 0  454727 398520 360974 0 
 0 0 0 0  39918.2 53309.6 66057.1 0  79836.5 102369 122419 0  119755 147180 169755 0  159673 187740 208734 0  199591 224050 240024 0  239509 256111 264295 0  279428 283922 282214 0  319346 307483 294451 0  359264 326795 301675 0  399182 341857 304554 0  439101 352669 303757 0 
 0 0 0 0  34050.8 43959.2 55334.8 0  68101.7 84266.7 102564 0  102152 120922 142262 0  136203 153927 175004 0  170254 183279 201367 0  204305 208980 221925 0  238356 231029 237254 0  272407 249426 247929 0  306457 264172 254526 0  340508 275266 257619 0  374559 282708 257785 0 
 0 0 0 0  36575.9 46634.7 55275.8 0  73151.9 89381.7 101941 0  109728 128241 140606 0  146304 163213 171878 0  182880 194296 196367 0  219456 221492 214683 0  256032 244801 227434 0  292608 264221 235229 0  329184 279754 238677 0  365759 291399 238389 0  402335 299157 234971 0 
 0 0 0 0  33270.5 42034.9 49958.8 0  66541.1 80510.3 92138.9 0  99811.6 115426 127099 0  133082 146782 155398 0  166353 174579 177594 0  199623 198816 194247 0  232894 219493 205914 0  266164 236610 213155 0  299435 250169 216527 0  332705 260167 216591 0  365976 266606 213904 0 
 0 0 0 0  32917.2 41572.2 49518.2 0  65834.4 79633.9 91354 0  98751.6 114185 126056 0  131669 145225 154175 0  164586 172755 176258 0  197503 196775 192855 0  230421 217284 204515 0  263338 234282 211788 0  296255 247769 215222 0  329172 257746 215367 0  362089 264213 212771 0 
 0 0 0 0  39568.2 50433.7 62629.4 0  79136.3 96671.8 116027 0  118704 138714 160848 0  158273 176561 197745 0  197841 210213 227373 0  237409 239668 250385 0  276977 264929 267436 0  316545 285993 279180 0  356113 302863 286271 0  395682 315536 289363 0  435250 324014 289110 0 
 0 0 0 0  41959 54528.1 72865.6 0  83918 104637 135845 0  125877 150327 189625 0  167836 191598 234892 0  209795 228449 272332 0  251754 260882 302633 0  293713 288895 326480 0  335672 312489 344560 0  377631 331664 357560 0  419590 346420 366166 0  461549 356757 371066 0 
 0 0 0 0  33214.8 43226.2 50594.2 0  66429.6 82937 93261.9 0  99644.4 119133 128552 0  132859 151813 157015 0  166074 180978 179198 0  199289 206627 195652 0  232504 228762 206926 0  265718 247381 213569 0  298933 262484 216129 0  332148 274073 215158 0  365363 282146 211203 0 
 0 0 0 0  35235.5 46503.3 56152.7 0  70470.9 89278.7 103824 0  105706 128326 143596 0  140942 163646 176055 0  176177 195237 201784 0  211413 223101 221367 0  246648 247236 235387 0  281884 267644 244430 0  317119 284324 249078 0  352355 297276 249915 0  387590 306499 247527 0 
 0 0 0 0  40126.3 55469.3 68356.3 0  80252.7 106663 126636 0  120379 153582 175518 0  160505 196225 215679 0  200632 234593 247799 0  240758 268685 272555 0  280884 298503 290625 0  321011 324044 302687 0  361137 345311 309420 0  401263 362302 311502 0  441390 375018 309610 0 
 0 0 0 0  38279.2 50648.2 59034.6 0  76558.3 97157.1 108732 0  114837 139527 149747 0  153117 177757 182734 0  191396 211848 208348 0  229675 241799 227244 0  267954 267612 240076 0  306233 289284 247500 0  344512 306818 250169 0  382792 320212 248739 0  421071 329467 243864 0 
 0 0 0 0  27995 39033.1 47626.4 0  55990 75043.7 88149.8 0  83984.9 108032 122052 0  111980 137998 149815 0  139975 164941 171920 0  167970 188863 188851 0  195965 209761 201087 0  223960 227638 209112 0  251955 242492 213407 0  279950 254323 214455 0  307945 263132 212736 0 
 0 0 0 0  33561.4 46722.1 59264.9 0  67122.7 89820.5 110014 0  100684 129295 152824 0  134245 165147 188275 0  167807 197374 216945 0  201368 225978 239411 0  234930 250959 256252 0  268491 272315 268046 0  302052 290049 275372 0  335614 304158 278806 0  369175 314644 278929 0 
 0 0 0 0  36739.1 48847.1 57519.7 0  73478.2 93733.6 106004 0  110217 134660 146082 0  146956 171625 178383 0  183696 204630 203535 0  220435 233674 222168 0  257174 258758 234909 0  293913 279882 242388 0  330652 297045 245235 0  367391 310247 244077 0  404130 319489 239543 0 
 0 0 0 0  38612.9 50769 61131 0  77225.8 97377.2 112917 0  115839 139825 156014 0  154452 178112 191080 0  193064 212238 218772 0  231677 242204 239746 0  270290 268009 254660 0  308903 289653 264171 0  347516 307137 268936 0  386129 320460 269611 0  424742 329622 266855 0 
 0 0 0 0  42992.7 55425.4 66355.9 0  85985.4 106231 122457 0  128978 152417 169028 0  171971 193983 206796 0  214963 230930 236487 0  257956 263257 258827 0  300949 290964 274542 0  343941 314051 284357 0  386934 332519 289000 0  429927 346367 289195 0  472919 355596 285669 0 
 0 0 0 0  45349.6 59542 76636.2 0  90699.1 114175 142261 0  136049 163898 197652 0  181398 208712 243588 0  226748 248617 280845 0  272097 283612 310203 0  317447 313698 332437 0  362797 338874 348327 0  408146 359142 358650 0  453496 374500 364184 0  498845 384948 365706 0 
 0 0 0 0  40886.1 56878.8 73585.4 0  81772.1 109350 136880 0  122658 157413 190586 0  163544 201068 235403 0  204430 240315 272033 0  245316 275155 301176 0  286202 305586 323534 0  327089 331610 339808 0  367975 353225 350698 0  408861 370433 356906 0  449747 383233 359132 0 
 0 0 0 0  40393.2 51788.3 58911.8 0  80786.4 99224.5 108138 0  121180 142309 148366 0  161573 181040 180286 0  201966 215420 204585 0  242359 245448 221952 0  282752 271123 233076 0  323146 292446 238646 0  363539 309417 239349 0  403932 322036 235875 0  444325 330303 228911 0 
 0 0 0 0  47238.2 62086.6 73337.9 0  94476.4 119084 135179 0  141715 170992 186328 0  188953 217810 227593 0  236191 259539 259779 0  283429 296179 283693 0  330667 327729 300140 0  377905 354190 309928 0  425144 375562 313861 0  472382 391844 312748 0  519620 403037 307393 0 
 0 0 0 0  41943.3 54414.9 70158.7 0  83886.7 104331 130277 0  125830 149747 181064 0  167773 190665 223226 0  209717 227084 257474 0  251660 259003 284514 0  293603 286423 305056 0  335547 309344 319807 0  377490 327766 329476 0  419433 341689 334771 0  461377 351113 336400 0 
 0 0 0 0  50273.9 66948.9 78436.3 0  100548 128499 144582 0  150822 184650 199289 0  201096 235403 243409 0  251370 280757 277795 0  301644 320712 303299 0  351917 355268 320773 0  402191 384426 331069 0  452465 408184 335039 0  502739 426544 333537 0  553013 439506 327412 0 
 0 0 0 0  43781.7 57990.3 65859.5 0  87563.3 111225 120923 0  131345 159703 165948 0  175127 203426 201689 0  218908 242392 228903 0  262690 276602 248345 0  306472 306057 260773 0  350253 330756 266941 0  394035 350698 267605 0  437817 365885 263523 0  481598 376315 255450 0 
 0 0 0 0  43543.3 58318.4 67142.4 0  87086.7 111891 123449 0  130630 160718 169677 0  174173 204799 206586 0  217717 244134 234932 0  261260 278724 255473 0  304803 308568 268968 0  348347 333666 276175 0  391890 354018 277850 0  435433 369624 274753 0  478977 380485 267640 0 
 0 0 0 0  59429.3 78627.7 95100.8 0  118859 150816 175644 0  178288 216565 242650 0  237717 275876 297140 0  297147 328746 340134 0  356576 375178 372653 0  416005 415170 395718 0  475434 448724 410350 0  534864 475838 417570 0  594293 496512 418398 0  653722 510748 413854 0 
 0 0 0 0  51855 70681.9 82995.3 0  103710 135744 153017 0  155565 195188 210957 0  207420 249012 257708 0  259275 297217 294160 0  311130 339803 321206 0  362985 376769 339738 0  414840 408117 350647 0  466695 433845 354826 0  518550 453954 353165 0  570405 468444 346558 0 
 0 0 0 0  33421.2 43970 58558.6 0  66842.3 84289.4 108881 0  100264 120958 151548 0  133685 153977 187142 0  167106 183344 216244 0  200527 209061 239435 0  233948 231128 257298 0  267369 249544 270412 0  300791 264309 279361 0  334212 275424 284726 0  367633 282888 287087 0 
 0 0 0 0  36053.3 46368.9 54801.6 0  72106.7 88869.5 101021 0  108160 127502 139266 0  144213 162266 170142 0  180267 193162 194258 0  216320 220189 212218 0  252373 243348 224632 0  288427 262639 232104 0  324480 278062 235243 0  360533 289616 234655 0  396587 297303 230947 0 
 0 0 0 0  39120.5 52755.7 70022.5 0  78240.9 101308 130491 0  117361 145657 182069 0  156482 185803 225417 0  195602 221745 261198 0  234723 253484 290075 0  273843 281019 312708 0  312964 304351 329761 0  352084 323480 341895 0  391205 338405 349774 0  430325 349127 354058 0 
 0 0 0 0  33013.4 46468.4 58787.1 0  66026.8 89383.4 109135 0  99040.2 128745 151610 0  132054 164553 186778 0  165067 196808 215205 0  198080 225510 237456 0  231094 250658 254097 0  264107 272253 265694 0  297121 290294 272813 0  330134 304782 276020 0  363147 315717 275880 0 
 0 0 0 0  30807.4 42299.3 59701.2 0  61614.9 81301.3 111718 0  92422.3 117006 156572 0  123230 149413 194783 0  154037 178524 226872 0  184845 204336 253361 0  215652 226852 274771 0  246460 246070 291621 0  277267 261991 304433 0  308074 274615 313728 0  338882 283941 320027 0 
 0 0 0 0  28365.8 43049.1 57967 0  56731.7 83034.5 108337 0  85097.5 119956 151600 0  113463 153815 188246 0  141829 184609 218764 0  170195 212340 243645 0  198561 237007 263379 0  226927 258611 278455 0  255293 277151 289363 0  283658 292628 296593 0  312024 305040 300636 0 
 0 0 0 0  28154.5 39243.3 49953.4 0  56308.9 75503.8 92876.1 0  84463.4 108781 129239 0  112618 139076 159512 0  140772 166388 184166 0  168927 190717 203672 0  197081 212064 218501 0  225236 230427 229122 0  253390 245808 236008 0  281545 258206 239629 0  309699 267621 240454 0 
 0 0 0 0  33260.9 47416.3 61727.1 0  66521.8 91268.9 114990 0  99782.7 131558 160353 0  133044 168283 198383 0  166305 201444 229644 0  199565 231041 254703 0  232826 257075 274123 0  266087 279545 288471 0  299348 298451 298312 0  332609 313793 304211 0  365870 325571 306734 0 
 0 0 0 0  32873 45039.1 59223.5 0  65746 86558.8 110336 0  98619 124559 153893 0  131492 159040 190448 0  164365 190002 220558 0  197238 217444 244777 0  230111 241367 263661 0  262984 261771 277763 0  295857 278655 287641 0  328730 292020 293848 0  361603 301865 296940 0 
 0 0 0 0  37145.8 51685.4 65398.2 0  74291.6 99396.6 121555 0  111437 143133 169098 0  148583 182896 208651 0  185729 218684 240842 0  222875 250499 266297 0  260020 278338 285641 0  297166 302204 299502 0  334312 322095 308505 0  371458 338012 313276 0  408604 349955 314442 0 
 0 0 0 0  30292.7 44097.9 65779 0  60585.5 84940 123802 0  90878.2 122526 174583 0  121171 156857 218637 0  151464 187931 256479 0  181756 215750 288623 0  212049 240313 315583 0  242342 261620 337875 0  272635 279671 356012 0  302927 294466 370510 0  333220 306006 381883 0 
 0 0 0 0  36275.3 51038.6 70417.2 0  72550.5 98245.6 131956 0  108826 141621 185214 0  145101 181165 230786 0  181376 216877 269270 0  217652 248758 301263 0  253927 276808 327360 0  290202 301025 348159 0  326477 321411 364256 0  362753 337966 376248 0  399028 350689 384731 0 
 0 0 0 0  41416.4 55216.3 69157 0  82832.7 106028 128439 0  124249 152437 178533 0  165665 194441 220124 0  207082 232041 253899 0  248498 265237 280542 0  289915 294029 300740 0  331331 318417 315179 0  372747 338401 324545 0  414164 353980 329523 0  455580 365156 330800 0 
 0 0 0 0  45535.5 60157.4 76088.4 0  91071 115464 141322 0  136606 165920 196458 0  182142 211525 242256 0  227677 252280 279474 0  273213 288184 308871 0  318748 319237 331204 0  364284 345439 347234 0  409819 366791 357718 0  455355 383292 363414 0  500890 394942 365082 0 
 0 0 0 0  37312.7 50427.1 69341.7 0  74625.4 96832.3 129638 0  111938 139216 181524 0  149251 177577 225634 0  186563 211916 262602 0  223876 242234 293063 0  261189 268529 317650 0  298502 290803 336999 0  335814 309055 351744 0  373127 323285 362520 0  410440 333493 369960 0 
 0 0 0 0  37313.7 49413.6 66832.2 0  74627.4 94800.6 124639 0  111941 136161 174055 0  149255 173494 215717 0  186569 206801 250261 0  223882 236081 278323 0  261196 261335 300538 0  298510 282562 317543 0  335823 299762 329973 0  373137 312935 338465 0  410451 322082 343654 0 
 0 0 0 0  40531.2 51366.5 60682.5 0  81062.3 98393.3 111875 0  121593 141081 154258 0  162125 179428 188510 0  202656 213436 215311 0  243187 243105 235341 0  283718 268433 249278 0  324249 289423 257803 0  364780 306072 261596 0  405312 318382 261334 0  445843 326353 257700 0 
 0 0 0 0  39791.2 51207.3 59996.9 0  79582.4 98125.4 110511 0  119374 140754 152217 0  159165 179094 185791 0  198956 213145 211908 0  238747 242907 231243 0  278539 268379 244471 0  318330 289562 252267 0  358121 306457 255308 0  397912 319062 254267 0  437703 327378 249821 0 
 0 0 0 0  39014 52099.2 66151.5 0  78028 99995.4 122851 0  117042 143689 170760 0  156056 183179 210542 0  195070 218466 242859 0  234084 249550 268372 0  273098 276431 287745 0  312112 299109 301640 0  351126 317583 310718 0  390140 331855 315643 0  429154 341924 317076 0 
 0 0 0 0  37808 49034.2 63606.1 0  75616 93994.6 118260 0  113424 134881 164601 0  151232 171694 203270 0  189040 204433 234907 0  226848 233099 260152 0  264656 257690 279645 0  302464 278208 294026 0  340272 294652 303936 0  378080 307022 310015 0  415888 315319 312902 0 
 0 0 0 0  31746.8 41185.7 50991.3 0  63493.6 78932 94405.7 0  95240.4 113239 130785 0  126987 144107 160671 0  158734 171535 184606 0  190481 195524 203131 0  222228 216074 216789 0  253974 233184 226121 0  285721 246855 231669 0  317468 257087 233975 0  349215 263879 233581 0 
 0 0 0 0  43208.5 53371.4 63717.9 0  86417.1 102128 117568 0  129626 146269 162267 0  172834 185795 198532 0  216043 220706 227078 0  259251 251002 248623 0  302460 276682 263883 0  345668 297748 273575 0  388877 314199 278415 0  432085 326034 279120 0  475294 333254 276406 0 
 0 0 0 0  43533.7 58215.6 69800.5 0  87067.3 111710 129038 0  130601 160485 178454 0  174135 204538 218790 0  217668 243871 250789 0  261202 278483 275192 0  304736 308374 292740 0  348269 333544 304177 0  391803 353994 310242 0  435337 369723 311679 0  478870 380732 309229 0 
 0 0 0 0  31787.1 44073 51906.7 0  63574.3 84694.1 95835.1 0  95361.4 121863 132331 0  127149 155581 161941 0  158936 185846 185209 0  190723 212659 202684 0  222510 236021 214910 0  254297 255931 222433 0  286084 272388 225799 0  317871 285394 225554 0  349659 294948 222245 0 
 0 0 0 0  36905.6 48159.4 54185.4 0  73811.1 92316.5 99455.6 0  110717 132471 136442 0  147622 168624 165777 0  184528 200774 188092 0  221433 228922 204018 0  258339 253068 214188 0  295245 273211 219233 0  332150 289353 219784 0  369056 301492 216473 0  405961 309628 209933 0 
 0 0 0 0  40682.1 53782.3 63459.7 0  81364.1 103144 117049 0  122046 148084 161466 0  162728 188603 197407 0  203410 224700 225570 0  244092 256377 246652 0  284774 283633 261351 0  325457 306467 270363 0  366139 324881 274387 0  406821 338873 274120 0  447503 348444 270258 0 
 0 0 0 0  44664.3 54949.3 67079.4 0  89328.6 105081 123846 0  133993 150396 171054 0  178657 190893 209460 0  223322 226574 239819 0  267986 257437 262887 0  312650 283482 279418 0  357314 304711 290169 0  401979 321122 295895 0  446643 332716 297352 0  491307 339492 295294 0 
 0 0 0 0  41014.2 53462.4 61223 0  82028.4 102449 112466 0  123043 146958 154441 0  164057 186992 187859 0  205071 222550 213432 0  246085 253631 231872 0  287100 280236 243890 0  328114 302365 250198 0  369128 320017 251508 0  410142 333194 248530 0  451156 341894 241978 0 
 0 0 0 0  37957.6 49454.7 62374.7 0  75915.2 94798.8 115630 0  113873 136032 160416 0  151830 173155 197381 0  189788 206167 227175 0  227746 235068 250445 0  265703 259859 267842 0  303661 280539 280014 0  341619 297108 287611 0  379576 309567 291281 0  417534 317914 291674 0 
 0 0 0 0  56108.4 70579.3 83436 0  112217 135076 153667 0  168325 193490 211652 0  224433 245821 258351 0  280542 292069 294723 0  336650 332235 321726 0  392758 366318 340320 0  448867 394318 351465 0  504975 416236 356118 0  561084 432071 355240 0  617192 441823 349790 0 
 0 0 0 0  54679.2 69808.1 83693.8 0  109358 133690 154474 0  164038 191645 213273 0  218717 243673 261023 0  273396 289775 298656 0  328075 329951 327105 0  382754 364200 347302 0  437433 392523 360179 0  492113 414919 366669 0  546792 431388 367703 0  601471 441932 364215 0 
 0 0 0 0  46831.3 57535.6 71364.9 0  93662.7 110023 131971 0  140494 157462 182610 0  187325 199852 224075 0  234157 237194 257157 0  280988 269488 282649 0  327819 296733 301342 0  374651 318930 314028 0  421482 336079 321501 0  468313 348179 324551 0  515145 355231 323971 0 
 0 0 0 0  32107 42001 51828.3 0  64213.9 80486.6 95833.3 0  96320.9 115457 132576 0  128428 146912 162616 0  160535 174851 186516 0  192642 199275 204836 0  224749 220183 218137 0  256856 237576 226979 0  288963 251454 231923 0  321070 261816 233531 0  353177 268663 232362 0 
 0 0 0 0  38434.2 49040 61166.5 0  76868.4 93918.1 113213 0  115303 134634 156796 0  153737 171189 192575 0  192171 203581 221207 0  230605 231812 243350 0  269039 255881 259663 0  307474 275788 270802 0  345908 291534 277426 0  384342 303117 280192 0  422776 310539 279759 0 
